district,Latitude,Longitude,rent,bedrooms,living-dining,bathrooms,loft,sqmeters,entire_building,building_type,use_type_en,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven,total_amens
Huangpu,31.21278,121.56217,4800,1,1,1,0,25,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,4800,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,4800,1,0,1,0,18,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Changning,31.21278,121.56217,4800,1,0,1,0,22,0,detached lane house,multi-use,0,1,0,1,1,0,0,0,3
Xuhui,31.21278,121.56217,4800,1,1,1,0,50,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Putuo,31.21278,121.56217,4800,1,1,1,0,32,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,31.21278,121.56217,4800,1,0,1,0,15,0,attached lane house,residential,1,1,0,1,1,0,0,0,4
Jing'an,31.21278,121.56217,4800,1,0,1,0,32,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.217203,121.448813,4800,1,0,1,0,15,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,4800,1,0,0,0,30,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,4800,1,0,1,0,38,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,4800,1,0,1,0,23,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,31.21638,121.40587,4800,1,1,1,1,35,0,public housing,residential,0,1,1,0,0,0,0,0,2
Pudong,31.21278,121.56217,4840,1,1,1,0,29,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,4900,1,0,1,1,30,0,detached lane house,multi-use,0,1,0,0,0,0,1,0,2
Xuhui,31.21278,121.56217,4900,1,0,1,0,22,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,4900,1,0,1,1,30,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Putuo,31.21278,121.56217,4900,2,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,4900,1,0,1,0,25,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21607,121.44443,4900,1,0,1,0,15,0,detached lane house,multi-use,0,0,0,0,0,0,0,0,0
Xuhui,31.21278,121.56217,4900,2,1,1,0,65,0,public housing,residential,0,1,1,1,0,0,0,0,3
Huangpu,31.21278,121.56217,5000,2,2,1,0,45,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5000,1,1,1,0,30,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,31.21278,121.56217,5000,1,1,1,0,50,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5000,1,0,1,0,30,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,5000,1,1,1,0,25,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,5000,1,1,1,0,40,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5000,1,1,1,0,30,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,31.22437,121.4473,5000,1,1,1,0,40,0,public housing,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5000,1,1,1,0,55,0,public housing,residential,1,1,0,0,1,0,0,0,3
Huangpu,31.21278,121.56217,5000,2,1,1,1,35,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,5000,1,1,1,0,28,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5000,1,1,1,1,15,0,detached lane house,residential,0,1,0,1,1,0,1,0,4
Pudong,31.21278,121.56217,5000,1,1,1,0,38,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,31.21278,121.56217,5000,1,0,1,0,36,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Pudong,31.21278,121.56217,5000,1,1,1,0,35,0,attached lane house,residential,0,1,0,1,1,0,0,0,3
Pudong,31.183175,121.521383,5000,1,1,1,0,50,0,public housing,residential,1,1,1,1,1,1,0,0,6
Huangpu,31.218124,121.462857,5000,1,0,1,0,40,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,5000,1,1,1,0,35,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5000,1,1,1,0,40,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Changning,31.21278,121.56217,5000,1,1,1,0,38,0,public housing,residential,1,0,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5000,1,1,1,0,40,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.20661631,121.4668641,5000,1,1,1,0,30,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,5000,1,0,1,0,36,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.218124,121.462857,5000,1,0,1,0,15,0,attached lane house,residential,0,1,0,1,1,0,0,0,3
Xuhui,31.21278,121.56217,5000,1,0,1,0,30,0,attached lane house,residential,0,1,1,1,1,0,0,0,4
Huangpu,31.21278,121.56217,5000,1,1,1,0,25,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Xuhui,31.21278,121.56217,5000,1,1,1,0,23,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Huangpu,31.21278,121.56217,5000,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5000,1,1,1,0,18,0,detached lane house,residential,0,1,1,1,1,0,0,0,4
Jing'an,31.21278,121.56217,5000,1,0,1,0,21,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5000,1,0,1,0,38,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,5000,1,1,1,1,20,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5000,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Putuo,31.21278,121.56217,5000,2,0,1,0,46,0,public housing,residential,0,1,1,1,0,0,0,0,3
Jing'an,31.21278,121.56217,5000,1,0,1,0,29,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5000,1,1,1,0,50,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,31.21278,121.56217,5000,2,1,1,0,60,0,public housing,residential,0,0,0,0,0,1,0,0,1
Baoshan,31.21278,121.56217,5000,2,1,1,0,62,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,31.21278,121.56217,5000,1,1,1,0,25,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Baoshan,31.21278,121.56217,5000,3,1,1,0,95,0,public housing,residential,0,1,1,1,1,0,0,0,4
Huangpu,31.21278,121.56217,5000,1,1,1,0,30,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,31.21278,121.56217,5000,1,1,1,0,40,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,5000,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.218124,121.462857,5000,1,0,1,0,30,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,31.224469,121.437992,5000,1,1,1,0,35,0,public housing,multi-use,0,1,1,0,0,0,0,0,2
Jing'an,31.227947,121.43115,5000,1,1,1,0,30,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,5000,1,0,1,0,30,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,5001.88,1,1,1,0,20,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Putuo,31.21278,121.56217,5060,1,1,1,0,47,0,public housing,residential,0,1,1,0,1,0,0,0,3
Xuhui,31.21278,121.56217,5100,1,1,1,0,38,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5100,1,1,1,0,38,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5100,1,1,1,0,38,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5111,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5111,1,0,1,0,20,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Changning,31.21278,121.56217,5200,1,1,1,1,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,31.21278,121.56217,5200,1,0,1,0,38,0,public housing,residential,0,1,1,1,0,0,0,0,3
Huangpu,31.21278,121.56217,5200,1,1,1,0,30,0,detached lane house,residential,1,1,0,0,1,0,0,0,3
Xuhui,31.21378,121.452465,5200,1,0,1,0,20,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Hongkou,31.21278,121.56217,5200,1,1,1,0,38,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Huangpu,31.21278,121.56217,5200,1,1,1,0,48,0,public housing,residential,1,1,0,0,1,1,0,0,4
Putuo,31.21278,121.56217,5200,2,1,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,31.21822,121.43709,5200,1,1,1,0,42,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5200,1,0,1,0,26,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5200,1,1,1,0,30,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Xuhui,31.21278,121.56217,5200,1,0,1,0,25,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,5200,1,1,1,0,38,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,5200,1,0,1,0,15,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5200,1,1,1,0,45,0,attached lane house,residential,0,1,1,0,0,0,0,1,3
Jing'an,31.21278,121.56217,5200,1,0,1,0,18,0,detached lane house,residential,1,1,0,0,1,0,0,0,3
Xuhui,31.21278,121.56217,5200,1,1,1,1,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5200,1,1,1,0,40,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,5200,1,1,1,0,32,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5200,1,1,1,0,20,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,5300,1,1,1,0,40,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5300,1,0,1,0,25,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5300,1,1,1,0,40,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5300,1,0,1,0,27,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5300,1,0,1,0,30,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Pudong,31.21278,121.56217,5300,1,0,1,0,32,0,public housing,multi-use,0,1,1,1,1,0,0,0,4
Xuhui,31.21278,121.56217,5300,1,0,1,0,25,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Pudong,31.21278,121.56217,5400,2,1,1,0,58,0,public housing,residential,0,1,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,5432.1,1,1,1,0,25,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,31.24863,121.47429,5500,1,1,1,0,45,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5500,1,1,1,1,25,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Changning,31.21278,121.56217,5500,1,1,1,0,45,0,public housing,multi-use,0,1,1,0,1,0,0,0,3
Jing'an,31.24185713,121.4426885,5500,1,1,1,0,45,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,5500,1,1,1,1,50,0,attached lane house,residential,1,1,1,1,1,1,0,0,6
Xuhui,31.21278,121.56217,5500,1,1,1,0,40,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,5500,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5500,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5500,1,0,1,0,20,0,attached lane house,multi-use,0,1,0,1,0,0,0,0,2
Huangpu,31.21278,121.56217,5500,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5500,1,0,1,0,30,0,detached lane house,residential,1,1,1,0,1,0,0,0,4
Xuhui,31.21278,121.56217,5500,1,1,1,0,29,0,attached lane house,residential,1,1,0,0,0,1,0,0,3
Huangpu,31.21278,121.56217,5500,2,1,1,0,45,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,5500,1,0,1,0,40,0,attached lane house,residential,1,0,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,5500,1,1,1,0,30,0,detached lane house,residential,1,1,1,1,0,0,1,0,5
Putuo,31.21278,121.56217,5500,2,0,1,0,45,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,5500,1,0,1,0,18,0,detached lane house,multi-use,1,0,0,0,1,0,1,0,3
Xuhui,31.21278,121.56217,5500,1,0,1,0,42,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,5500,1,0,1,0,25,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Huangpu,31.21278,121.56217,5500,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5500,1,0,1,0,30,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,5500,1,0,1,0,35,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,5500,1,1,1,1,15,0,attached lane house,residential,1,1,0,0,0,1,0,0,3
Xuhui,31.21278,121.56217,5500,1,1,1,0,35,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,5500,1,1,1,0,40,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5500,1,1,1,0,50,0,detached lane house,residential,1,1,0,0,0,0,0,0,2
Huangpu,31.21278,121.56217,5500,1,1,1,0,12,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,5500,1,1,1,0,40,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Xuhui,31.21278,121.56217,5500,1,1,1,0,25,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,31.21278,121.56217,5500,1,0,1,0,20,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21607,121.44443,5500,1,0,1,0,15,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5500,1,1,1,0,20,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Pudong,31.21278,121.56217,5500,1,1,1,0,45,0,public housing,residential,0,1,1,1,0,1,0,0,4
Jing'an,31.21278,121.56217,5500,1,1,1,0,48,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,5500,1,0,1,0,34,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5500,1,1,1,1,32,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Jing'an,31.21278,121.56217,5500,1,1,1,0,35,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5500,1,1,1,0,35,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Pudong,31.21278,121.56217,5500,1,1,1,0,38,0,public housing,residential,0,1,1,1,0,0,0,0,3
Jing'an,31.21278,121.56217,5500,1,1,1,0,55,0,public housing,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,5500,1,1,1,0,35,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Zhabei,31.21278,121.56217,5500,2,1,1,0,52,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,5500,1,1,1,0,40,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.208703,121.467784,5500,1,0,1,0,30,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5500,1,0,1,0,30,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Putuo,31.21278,121.56217,5600,2,0,1,0,45,0,public housing,residential,0,1,1,1,0,0,0,0,3
Putuo,31.21278,121.56217,5600,2,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,5600,1,0,1,0,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Pudong,31.21278,121.56217,5600,1,0,1,0,37,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Huangpu,31.21278,121.56217,5600,1,1,1,0,38,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5600,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5656,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5656,1,1,1,0,20,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,31.21278,121.56217,5700,1,1,1,0,37,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,31.187877,121.452081,5700,1,1,1,0,45,0,public housing,residential,1,1,1,1,1,1,0,0,6
Changning,31.214904,121.436687,5700,1,0,1,0,36,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,5700,1,1,1,0,50,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,5700,1,1,1,0,23,0,detached lane house,multi-use,1,0,0,0,0,0,1,0,2
Huangpu,31.21278,121.56217,5800,1,0,1,0,15,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.189481,121.42902,5800,3,1,1,1,80,0,public housing,residential,1,1,1,1,1,1,0,0,6
Pudong,31.21278,121.56217,5800,1,1,1,0,40,0,detached lane house,residential,0,0,1,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5800,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5800,1,0,1,0,32,0,public housing,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.20638035,121.4651336,5800,1,0,1,0,28,0,detached lane house,residential,1,1,0,0,0,0,0,1,3
Xuhui,31.20695,121.455515,5800,1,1,1,0,30,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5800,1,0,1,0,28,0,detached lane house,residential,1,1,0,1,0,0,0,1,4
Huangpu,31.21278,121.56217,5800,1,1,1,0,40,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,5800,1,1,1,0,60,0,detached lane house,multi-use,0,1,0,1,0,0,0,0,2
Huangpu,31.21278,121.56217,5800,1,1,1,0,35,0,public housing,residential,0,0,0,0,0,0,0,0,0
Jing'an,31.21278,121.56217,5800,1,1,1,0,50,0,attached lane house,residential,1,1,1,1,0,0,0,0,4
Changning,31.21278,121.56217,5800,1,1,1,0,38,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.18932,121.45884,5800,1,1,1,0,49,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,5800,1,1,1,0,38,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5800,1,0,1,0,38,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.20327187,121.4463145,5800,1,1,1,0,37,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,5800,1,1,1,0,70,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,31.21813,121.42128,5800,1,1,1,0,45,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,5800,1,0,1,0,35,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Putuo,31.21278,121.56217,5800,2,1,1,0,50,0,public housing,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,5800,1,1,1,0,30,0,public housing,residential,1,0,0,0,0,0,1,0,2
Jing'an,31.21278,121.56217,5800,1,1,1,0,55,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,5800,1,1,1,0,28,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,31.21278,121.56217,5800,1,1,1,0,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,31.214634,121.40648,5800,1,0,1,0,35,0,public housing,residential,0,1,1,0,0,0,0,0,2
Pudong,31.21278,121.56217,5800,1,1,1,0,42,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,5800,1,1,1,1,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,5800,1,1,1,0,32,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Changning,31.21278,121.56217,5800,1,1,1,0,50,0,public housing,residential,0,1,1,0,1,0,0,0,3
Huangpu,31.21278,121.56217,5800,1,1,1,0,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.192317,121.354285,5800,1,1,1,0,36,0,public housing,residential,1,1,0,0,0,0,0,0,2
Huangpu,31.21278,121.56217,5800,1,1,1,0,40,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5800,1,1,1,0,30,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.24863,121.47429,5800,1,1,1,1,40,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Pudong,31.21278,121.56217,5830,2,1,1,0,66,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5888,1,0,1,0,15,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,31.21278,121.56217,5900,1,0,1,0,30,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,31.21278,121.56217,5900,1,0,1,0,30,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,5900,1,0,1,0,40,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5900,1,1,1,0,45,0,attached lane house,residential,1,0,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,5900,1,0,1,0,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Pudong,31.21278,121.56217,5940,2,2,1,0,80,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,6000,1,0,1,1,36,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Minhang,31.21278,121.56217,6000,3,1,1,0,85,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,31.21278,121.56217,6000,1,0,1,0,30,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,31.21278,121.56217,6000,2,1,1,0,58,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,6000,1,1,1,1,40,0,attached lane house,residential,0,0,0,1,0,1,0,0,2
Putuo,31.21278,121.56217,6000,2,0,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,6000,1,1,1,0,30,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Xuhui,31.21278,121.56217,6000,1,1,1,0,35,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,6000,1,1,1,0,45,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,31.21278,121.56217,6000,1,1,1,0,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,6000,1,1,1,0,45,0,detached lane house,residential,1,1,1,1,0,0,0,0,4
Xuhui,31.215738,121.471985,6000,1,0,1,0,35,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,31.21278,121.56217,6000,1,1,1,0,33,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,31.21278,121.56217,6000,1,1,1,0,40,0,attached lane house,residential,1,1,1,0,0,0,0,0,3
Pudong,31.21278,121.56217,6000,1,1,1,0,45,0,public housing,multi-use,1,1,1,1,0,0,0,0,4
Xuhui,31.21278,121.56217,6000,2,1,1,0,68,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,6000,1,1,1,0,50,0,detached lane house,residential,0,0,0,0,0,1,0,0,1
Huangpu,31.21278,121.56217,6000,2,1,1,0,45,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,6000,1,1,1,0,30,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,31.21278,121.56217,6000,1,0,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,6000,1,1,1,0,40,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Changning,31.21278,121.56217,6000,1,0,1,0,35,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,6000,1,1,1,0,50,0,public housing,multi-use,0,1,0,1,0,0,0,0,2
Huangpu,31.21278,121.56217,6000,1,1,1,0,45,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,6000,1,0,1,0,35,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.22542,121.456096,6000,1,0,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,6000,1,0,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.18932,121.45884,6000,1,1,1,0,40,0,public housing,residential,1,1,1,1,1,0,0,0,5
Jing'an,31.21278,121.56217,6000,1,1,1,0,35,0,detached lane house,residential,1,1,0,1,0,0,1,0,4
Huangpu,31.221886,121.465574,6000,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,6000,1,0,1,0,30,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,6000,1,0,1,0,40,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Huangpu,31.21278,121.56217,6000,1,1,1,0,35,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,6000,1,1,1,0,50,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Xuhui,31.21278,121.56217,6000,1,1,1,0,35,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,31.20525693,121.4495566,6000,1,1,1,0,40,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Huangpu,31.21278,121.56217,6000,1,1,1,0,35,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.197699,121.472473,6000,1,0,1,0,30,0,public housing,residential,0,1,0,0,0,0,0,0,1
